source,target,neurosymbolic_score,confidence_label,path_distance,known_positive,ontology_path,explanation
True,bonusPoints,0.3103869594194293,Weak,5,False,True --isRuleEnabled(rev)--> _:b208 --head--> _:b210 --first--> _:b216 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic 'True' (neuro-symbolic score: 0.310 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.14, path length: 5). Ontological path: [True --isRuleEnabled(rev)--> _:b208 --head--> _:b210 --first--> _:b216 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
BehaviouralObjective,BLockGame,0.31016835094284245,Weak,9,False,BehaviouralObjective --classPredicate(rev)--> _:b256 --argument1--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'BehaviouralObjective' (neuro-symbolic score: 0.310 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [BehaviouralObjective --classPredicate(rev)--> _:b256 --argument1--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
r,Stash,0.30996807068199084,Weak,9,False,r --argument1(rev)--> _:b273 --propertyPredicate--> has_Priority --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'r' (neuro-symbolic score: 0.310 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [r --argument1(rev)--> _:b273 --propertyPredicate--> has_Priority --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
GamificationExperience,BLockGame,0.309514528376661,Weak,10,False,GamificationExperience --range(rev)--> hasGamificationExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'GamificationExperience' (neuro-symbolic score: 0.310 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [GamificationExperience --range(rev)--> hasGamificationExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
bonus material for lesson 1 java basics,Stash,0.30947776357717355,Moderate,2,False,bonus material for lesson 1 java basics --comment(rev)--> Arithmetic_operations --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'bonus material for lesson 1 java basics' (neuro-symbolic score: 0.309 — Weak confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2). Ontological path: [bonus material for lesson 1 java basics --comment(rev)--> Arithmetic_operations --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Assessment,Stash,0.3094490396898216,Moderate,2,False,Assessment --has_Purpose(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'Assessment' (neuro-symbolic score: 0.309 — Weak confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2). Ontological path: [Assessment --has_Purpose(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
exercisse of lesson 2 Classes and Objects,Stash,0.3094490396898216,Moderate,2,False,exercisse of lesson 2 Classes and Objects --comment(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'exercisse of lesson 2 Classes and Objects' (neuro-symbolic score: 0.309 — Weak confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2). Ontological path: [exercisse of lesson 2 Classes and Objects --comment(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Delimiters,BLockGame,0.30850392169888186,Weak,5,False,Delimiters --contains(rev)--> Input_and_Output_Stream --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'Delimiters' (neuro-symbolic score: 0.309 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5). Ontological path: [Delimiters --contains(rev)--> Input_and_Output_Stream --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Lecturing,Level_Up,0.30833098883656457,Moderate,2,False,Lecturing --has_Purpose(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic 'Lecturing' (neuro-symbolic score: 0.308 — Weak confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2). Ontological path: [Lecturing --has_Purpose(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
Exception_Types,BLockGame,0.307873710255805,Weak,5,False,Exception_Types --contains(rev)--> Exception_Handling --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'Exception_Types' (neuro-symbolic score: 0.308 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5). Ontological path: [Exception_Types --contains(rev)--> Exception_Handling --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Event_Types,BLockGame,0.30777439261140893,Weak,5,False,Event_Types --contains(rev)--> Event_Handler_and_Listener --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'Event_Types' (neuro-symbolic score: 0.308 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5). Ontological path: [Event_Types --contains(rev)--> Event_Handler_and_Listener --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
CreativeWork,BLockGame,0.30745576870645397,Weak,10,False,CreativeWork --range(rev)--> contains_forum_post --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'CreativeWork' (neuro-symbolic score: 0.307 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [CreativeWork --range(rev)--> contains_forum_post --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
IK_GE_TinyStash,Tiny_stash,0.30740545631505894,Weak,2,False,IK_GE_TinyStash --indexed_by(rev)--> RFK_GE_TinyStash --has_reference(rev)--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'IK_GE_TinyStash' (neuro-symbolic score: 0.307 — Weak confidence, novel). The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.39, path length: 2). Ontological path: [IK_GE_TinyStash --indexed_by(rev)--> RFK_GE_TinyStash --has_reference(rev)--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
IK_GE_BlockGame,BLockGame,0.30626630886716855,Weak,2,False,IK_GE_BlockGame --indexed_by(rev)--> RF_GE_BloackGame --has_reference(rev)--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'IK_GE_BlockGame' (neuro-symbolic score: 0.306 — Weak confidence, novel). The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.39, path length: 2). Ontological path: [IK_GE_BlockGame --indexed_by(rev)--> RF_GE_BloackGame --has_reference(rev)--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Literal,Stash,0.3056824610676017,Weak,9,False,Literal --someValuesFrom(rev)--> _:b15 --onProperty--> has_PlayingStyle --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'Literal' (neuro-symbolic score: 0.306 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Literal --someValuesFrom(rev)--> _:b15 --onProperty--> has_PlayingStyle --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
RFK_L1_R5,BLockGame,0.30566686350784517,Moderate,2,False,RFK_L1_R5 --has_reference(rev)--> Loops --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'RFK_L1_R5' (neuro-symbolic score: 0.306 — Weak confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2). Ontological path: [RFK_L1_R5 --has_reference(rev)--> Loops --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b207,Level_Up,0.30530127504643134,Weak,6,False,_:b207 --first(rev)--> _:b201 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b207' (neuro-symbolic score: 0.305 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b207 --first(rev)--> _:b201 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b107,Level_Up,0.30530127504643134,Weak,6,False,_:b107 --first(rev)--> _:b87 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b107' (neuro-symbolic score: 0.305 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b107 --first(rev)--> _:b87 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
